scholarship_program_name,promoter,funds,education_level,region,race,religion,major_study,gpa,gpa_status,identity,underrepresented_minority,volunteering,first_generation,parental_status,enrollment_pattern,low_income,background,total_awardee,deadline,essay,funding_type,scholarship_status
Law Family Single Parent Scholarship,Law,10000,Any,All USA States,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Single parent,Traditional Student,FALSE,Single parent,2,04/11/2023,TRUE,Ended,Awarded
PAC: Diversity Matters Scholarship,Physician Assistants of Color Inc,5000,Undergraduate-Graduate,All USA States,BIPOC,Public,Physician Assistant,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,5,04/01/2023,TRUE,Ended,Awarded
iMatter Ministry Memorial Scholarship,Davis Realty LLC,2000,Senior High School,Texas,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,2,04/14/2023,TRUE,Ended,Awarded
Ken Burnett Scholarship,Burnett,2000,Senior High School-Undergraduate,All USA States,African American/Caribbean,Public,Animal Science/Zoology/Biology,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,Animal advocacy or care,1,04/01/2023,TRUE,Ended,Awarded
Mark Caldwell Memorial STEM/STEAM Scholarship,Rick Caldwell,1000,High School,California/Ohio,,Public,STEM/STEAM,3.0,TRUE,All gender,FALSE,FALSE,TRUE,Together,Traditional Student,FALSE,First-generation,1,03/15/2023,TRUE,Ended,Awarded
Tim Gjoraas Science and Education Scholarship,Gjoraas,1000,High School-Undergraduate,South Dakota,,Public,Education/Science,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,03/29/2023,TRUE,Ended,Awarded
Miguel Mendez Social Justice Scholarship,Nancy Roberts,500,Undergraduate,All USA States,,Public,Social Justice,3.0,TRUE,All gender,FALSE,FALSE,TRUE,Together,Traditional Student,TRUE,First-generation/Low-income,1,04/05/2023,TRUE,Ended,Awarded
MedLuxe Reoresentation Matters Scholarship,MEDLUXE LLC,1000,High School-Undergraduate,All USA States,Black,Public,Healthcare,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,2,02/28/2023,TRUE,Donor,Awarded
Kerry Kennedy Life is Good Scholarship,Amy Wise,1000,High School-Undergraduate,All USA States,,Public,Education/Public Service/Social Work,0,FALSE,Female,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,03/01/2023,TRUE,Ended,Awarded
Go Blue Crew Scholarship,Brian Thelen,500,High School,Michigan,,Catholic,Any,3.5,TRUE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,Hudson or Saginaw Nouvel Catholic or South Lyon High School student,1,03/03/2023,TRUE,Ended,Awarded
Stephen R. Boardman Memorial Scholarship,Anonymous Donor,2500,Undergraduate,Ohio/Indiana,,Public,Any,0,FALSE,All gender,FALSE,FALSE,TRUE,Together,Traditional Student,FALSE,First-generation,1,04/17/2023,TRUE,Ended,Awarded
Promising Pathways - Hearing Impairment Scholarship,Seamone Family,2000,Undergraduate,All USA States,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,Wears hearing aid or cochlear implants to assist with hearing,1,02/01/2023,TRUE,Ended,Awarded
Promising Pathways - Single Parent Scholarship,Seamone Family,2000,Undergraduate,All USA States,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Single parent,Traditional Student,TRUE,Low-income/Single parent,1,04/01/2023,TRUE,Ended,Awarded
Saswati Gupta Cancer Research Scholarship,Sreya Sanyal,2000,Undergraduate-Graduate,All USA States,,Public,Medicine/Biology,0,FALSE,Female,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,2,04/06/2023,TRUE,Ended,Awarded
Patrick Stanley Memorial Scholarship,The Stanley Family,1500,Undergraduate-Graduate,All USA States,,Public,STEAM,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Nontraditional student,FALSE,Non-traditional student/ more than 25 years old,2,03/20/2023,TRUE,Ended,Awarded
523 Sean Felkins Scholarship,Boltz Foundation,5000,High School,New Jersey,,Public,Sport Wrestling,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,2,03/01/2023,TRUE,Ended,Awarded
Gary G Goldstein Scholarship,Goldstein,2000,High School,All USA States,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,2,04/01/2023,TRUE,Donor,Awarded
Jose Montanez Memorial Scholarship,The Berndt Family,1000,Senior High School,All USA States,,Public,Foster care system/Music/Arts,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,05/01/2023,TRUE,Ended,Awarded
PJC Memorial Scholarship,Cavanaugh Family,650,Undergraduate,Michigan,,Public,Marketing/Business,3.0,TRUE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,04/15/2023,TRUE,Donor,Awarded
DeAmontay's Darkness Deliverance Scholarship,Calvin Oberlin,500,Senior High School-Undergraduate,All USA States,BIPOC,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,Athlete,1,04/10/2023,TRUE,Ended,Awarded
CHS Scholarship,Chattahoochee High School Alumni,1800,High School,Georgia,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,Chattahoochee High School student,2,03/14/2023,TRUE,Donor,Awarded
Amelia Michelle Sanford LGBTQIA+ Memorial Scholarship,Sanford Family,2500,Senior High School,All USA States,,Public,Any,0,FALSE,LGBTQIA+,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,Played a sport,1,04/10/2023,TRUE,Ended,Awarded
Bros for Good Scholarship,Bros for good,500,High School,Ohio,,Public,Any,0,FALSE,All gender,FALSE,TRUE,FALSE,Together,Traditional Student,FALSE,Volunteering/Community Service,1,04/08/2023,TRUE,Ended,Awarded
Verve Arts Scholarship,Verve Educational Consulting,1220,Senior High School-Undergraduate,New Jersey,,Public,Arts,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,04/09/2023,TRUE,Donor,Awarded
GrowingWithGabby National Scholarship Month TikTok Scholarship,Gabriella Carter,500,Any,All USA States,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,02/28/2023,FALSE,Ended,Awarded
Hispanic Climb to Success Scholarship,Tirado Family,2000,Senior High School,New-York,Hispanic,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,TRUE,Low-income,2,04/15/2023,TRUE,Ended,Awarded
Skin Grip Diabetes Scholarship,Skin Grip,27600,Any,All USA States,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,Has diabetes,25,02/05/2023,TRUE,Donor,Awarded
Hearts on Sleeves Minds in College Scholarship,Payal Mehta,1000,Senior High School-Undergraduate,All USA States,BIPOC,Public,Any,3.0,TRUE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,TRUE,Low-income,2,04/01/2023,TRUE,Ended,Awarded
Julia Baucom Children of Families with Parkinson's Disease Scholarship,Julia BAUCOM,5000,Senior High School-Undergraduate,All USA States,,Public,Any,3.0,TRUE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,Parkinson's experience direct or indirect,1,04/01/2023,TRUE,Ended,Awarded
Larry Darnell Green Scholarship,Gloria Green,750,Senior High School-Undergraduate,All USA States,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Single parent family,Traditional Student,FALSE,Single parent/Child of single parent,1,02/01/2023,TRUE,Ended,Awarded
Loxy Burckhard Love is Kind Memorial Scholarship,Webb Family,5000,Senior High School,All USA States,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,5,03/24/2023,TRUE,Ended,Awarded
Keri Sohlman Memorial Scholarship,Matthew Mingle,1500,Senior High School,New Jersey,,Public,Mental Health/Education,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,2,02/15/2023,TRUE,Ended,Awarded
Electronic Shark Scholarship,Shark Shark,500,Undergraduate,All USA States,,Public,Engineering,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,TRUE,Low-income,1,01/23/2023,TRUE,Ended,Awarded
James Lynn Baker II BeACoffeeBean Scholarship,The Good Samaritan at the Baker Estate,10000,Senior High School-Undergraduate,Texas,African American,Public,Any,0,FALSE,All gender,FALSE,TRUE,FALSE,Together,Traditional Student,FALSE,Volunteering,1,03/01/2023,TRUE,Ended,Awarded
Scholar Dudes in Computer Science Scholarship,Golden Diploma LLC,1000,Undergraduate,All USA States,,Public,Computer Science,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,2,02/20/2023,TRUE,Ended,Awarded
Captain Clay Layne Memorial COLE Scholarship,Ella & Mellissa Collins,1000,High School-Undergraduate,Indiana,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,Child of a law enforcement officer,1,04/01/2023,TRUE,Ended,Awarded
Chronic Boss Scholarship,Chronic Boss Collective,10000,Any,All USA States,,Public,Any,0,FALSE,Female,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,One or more autoimmune conditions,10,02/17/2023,TRUE,Ended,Awarded
Special Delivery of Dreams Scholarship,Rocky Mountain Philatelic Library,5000,Undergraduate,All USA States,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,2,03/01/2023,TRUE,Ended,Awarded
Rick Levin Memorial Scholarship,The Friends and Family of Rick Levin,4500,Senior High School,All USA States,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,Participation in a speacial education program,1,11/01/2023,TRUE,Donor,Open
Accounting for Change Scholarship,Brady Nikolas,2000,High School-Undergraduate,All USA States,,Public,Any,3.0,TRUE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,2,10/15/2023,TRUE,Independent,Open
West Pullman Scholarship,Friends & Family,4000,Any,Illinois,Black,Public,English/Theater/Playwriting,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,08/27/2023,TRUE,Donor,Open
Pro-Life Advocates Scholarship,Avila,500,Senior High School-Undergraduate,All USA States,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,07/24/2023,TRUE,Donor,Open
Bright Lights Scholarship,Bria Alexander,1000,High School-Undergraduate,All USA States,,Public,Any,0,FALSE,All gender,TRUE,FALSE,TRUE,Together,Traditional Student,FALSE,First-generation,2,09/15/2023,TRUE,Donor,Open
American Dream Scholarship,Charleen Cabay,1000,Any,All USA States,,Public,Any,0,FALSE,All gender,FALSE,TRUE,FALSE,Together,Traditional Student,FALSE,Volunteering/Community Service,1,04/01/2024,TRUE,Donor,Open
Nasser Seconi Scholarship Fund,Darrick Seconi,3000,Senior High School,All USA States,,Public,Any,3.0,TRUE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,Soccer experience,3,11/17/2023,TRUE,Donor,Open
